4,e21b1075eb5569a3b11d1a6a4b868c8c.jpg,CONSTRUCTION_ROAD,438,116,220,69
4,e21b1075eb5569a3b11d1a6a4b868c8c.jpg,CONSTRUCTION_ROAD,214,-67,188,50
3,9324e16517d72bd47b56374c7169a4a6.jpg,GARBAGE,54,-2,231,188
0,d64b7b6cd2abfe106213e8c22e0289f7.jpg,GRAFFITI,37,-11,107,68
3,d64b7b6cd2abfe106213e8c22e0289f7.jpg,GARBAGE,324,279,174,144
3,3e8329a5ae51069ef4da04f2ba9f2ed5.jpg,GARBAGE,128,81,124,92
3,3e8329a5ae51069ef4da04f2ba9f2ed5.jpg,GARBAGE,216,150,136,91
2,153bd30674e673359e6a324305940ecd.jpg,POTHOLES,275,213,136,104
3,153bd30674e673359e6a324305940ecd.jpg,GARBAGE,332,300,100,72
3,c23ab2f2cf671ef44ed328bc6f4fd2c9.jpg,GARBAGE,89,51,128,101
3,c23ab2f2cf671ef44ed328bc6f4fd2c9.jpg,GARBAGE,122,73,113,86
0,c23ab2f2cf671ef44ed328bc6f4fd2c9.jpg,GRAFFITI,320,273,94,67
0,8ea94f32c8b23293a434dbc1912294e9.jpg,GRAFFITI,348,289,142,116
0,8ea94f32c8b23293a434dbc1912294e9.jpg,GRAFFITI,18,-5,130,101
0,8ea94f32c8b23293a434dbc1912294e9.jpg,GRAFFITI,394,337,144,116
3,8ea94f32c8b23293a434dbc1912294e9.jpg,GARBAGE,222,192,190,164
0,8ea94f32c8b23293a434dbc1912294e9.jpg,GRAFFITI,350,311,143,117
0,8ea94f32c8b23293a434dbc1912294e9.jpg,GRAFFITI,97,46,130,108
0,8ea94f32c8b23293a434dbc1912294e9.jpg,GRAFFITI,494,432,159,112
0,8ea94f32c8b23293a434dbc1912294e9.jpg,GRAFFITI,68,4,134,104
0,8ea94f32c8b23293a434dbc1912294e9.jpg,GRAFFITI,322,227,149,108
0,8ea94f32c8b23293a434dbc1912294e9.jpg,GRAFFITI,452,377,148,119
0,8ea94f32c8b23293a434dbc1912294e9.jpg,GRAFFITI,189,113,140,105
3,4932d0b9cf95b54e3170f6568eb1a897.jpg,GARBAGE,218,171,190,160
7,4932d0b9cf95b54e3170f6568eb1a897.jpg,BAD_BILLBOARD,114,-28,86,29
2,4b0bf0d8e06a6b60eb4f49fb41b6e0b2.jpg,POTHOLES,322,234,155,79
2,4b0bf0d8e06a6b60eb4f49fb41b6e0b2.jpg,POTHOLES,418,296,155,67
2,4b0bf0d8e06a6b60eb4f49fb41b6e0b2.jpg,POTHOLES,509,346,177,72
3,63607cc6a95739edbf941f86f02e87bf.jpg,GARBAGE,188,160,177,153
3,af0b9a1c48d87cb83dddcbf19b627686.jpg,GARBAGE,187,140,198,159
9,af0b9a1c48d87cb83dddcbf19b627686.jpg,CLUTTER_SIDEWALK,182,-55,216,146
3,af0b9a1c48d87cb83dddcbf19b627686.jpg,GARBAGE,34,6,143,123
3,af0b9a1c48d87cb83dddcbf19b627686.jpg,GARBAGE,449,400,192,158
2,6806407db8f4902f10fc670d88d625f8.jpg,POTHOLES,236,122,281,147
2,6806407db8f4902f10fc670d88d625f8.jpg,POTHOLES,425,270,202,136
8,80ab3d9ae37ebadb29a1d6f16c918dcc.jpg,SAND_ON_ROAD,326,265,122,92
3,80ab3d9ae37ebadb29a1d6f16c918dcc.jpg,GARBAGE,484,464,172,150
2,80ab3d9ae37ebadb29a1d6f16c918dcc.jpg,POTHOLES,207,125,243,154
7,0585c3c055bae2f1442f55ad28c805fd.jpg,BAD_BILLBOARD,320,286,93,65
7,0585c3c055bae2f1442f55ad28c805fd.jpg,BAD_BILLBOARD,362,318,92,51
3,bf468b1b4c831460cbbae3d11c22543d.jpg,GARBAGE,128,67,165,129
4,bf468b1b4c831460cbbae3d11c22543d.jpg,CONSTRUCTION_ROAD,173,-54,309,65
3,bf468b1b4c831460cbbae3d11c22543d.jpg,GARBAGE,86,43,158,127
3,bf468b1b4c831460cbbae3d11c22543d.jpg,GARBAGE,446,330,181,135
4,bf468b1b4c831460cbbae3d11c22543d.jpg,CONSTRUCTION_ROAD,532,151,304,81
0,87f2e36c8bcd3472b0eb6f71a468f068.jpg,GRAFFITI,58,24,113,91
3,1d4c531ea3f1220f275791b3785d7162.jpg,GARBAGE,334,297,173,147
3,1d4c531ea3f1220f275791b3785d7162.jpg,GARBAGE,302,259,168,133
3,1d4c531ea3f1220f275791b3785d7162.jpg,GARBAGE,229,190,183,143
3,2cd48eae5827eff028a32b76232de057.jpg,GARBAGE,277,204,126,85
3,2cd48eae5827eff028a32b76232de057.jpg,GARBAGE,160,130,154,133
3,2cd48eae5827eff028a32b76232de057.jpg,GARBAGE,214,178,156,132
3,2cd48eae5827eff028a32b76232de057.jpg,GARBAGE,157,112,118,86
3,66e2f8d6bb8ae4d2c755236ea83a9692.jpg,GARBAGE,413,375,114,86
9,8a2d30bab6bcd937414e162a1960db2a.jpg,CLUTTER_SIDEWALK,301,102,148,105
9,8a2d30bab6bcd937414e162a1960db2a.jpg,CLUTTER_SIDEWALK,174,33,141,108
7,8a2d30bab6bcd937414e162a1960db2a.jpg,BAD_BILLBOARD,101,45,68,33
9,8a2d30bab6bcd937414e162a1960db2a.jpg,CLUTTER_SIDEWALK,39,-12,143,106
9,8a2d30bab6bcd937414e162a1960db2a.jpg,CLUTTER_SIDEWALK,516,238,151,106
7,8a2d30bab6bcd937414e162a1960db2a.jpg,BAD_BILLBOARD,422,369,68,37
2,9f49ec7df4baca9f98e4fecb15a55403.jpg,POTHOLES,499,418,213,155
3,9f49ec7df4baca9f98e4fecb15a55403.jpg,GARBAGE,270,246,112,90
2,9f49ec7df4baca9f98e4fecb15a55403.jpg,POTHOLES,357,255,154,105
3,b47c203760c494ac1ae0192c85fbeb4f.jpg,GARBAGE,270,221,154,119
3,e00756c8cca335113ec8b5e42237ab4b.jpg,GARBAGE,337,278,196,162
3,e00756c8cca335113ec8b5e42237ab4b.jpg,GARBAGE,182,130,196,165
3,e00756c8cca335113ec8b5e42237ab4b.jpg,GARBAGE,291,223,198,162
7,e00756c8cca335113ec8b5e42237ab4b.jpg,BAD_BILLBOARD,497,408,119,62
3,e00756c8cca335113ec8b5e42237ab4b.jpg,GARBAGE,457,406,195,159
3,34a677c22624380037564f32c88267cd.jpg,GARBAGE,407,339,151,111
3,34a677c22624380037564f32c88267cd.jpg,GARBAGE,489,426,158,117
3,bec67d65b97de6fdc914e3ace93e8dbb.jpg,GARBAGE,83,44,139,110
3,f882018511ba4f86b095375425871ca8.jpg,GARBAGE,184,158,134,112
3,5d96548bf66787da0c5b92463ae524c4.jpg,GARBAGE,449,399,94,63
4,6a533c4ab8409efa937f661257e279f1.jpg,CONSTRUCTION_ROAD,232,166,121,84
4,6a533c4ab8409efa937f661257e279f1.jpg,CONSTRUCTION_ROAD,205,100,139,63
4,6a533c4ab8409efa937f661257e279f1.jpg,CONSTRUCTION_ROAD,166,-38,164,46
8,ab00253d4f406311226eef84780bc73a.jpg,SAND_ON_ROAD,126,46,15,-4
7,ab00253d4f406311226eef84780bc73a.jpg,BAD_BILLBOARD,126,48,16,-5
8,ab00253d4f406311226eef84780bc73a.jpg,SAND_ON_ROAD,373,230,18,-5
7,ffec05b841277940e40de657722e6892.jpg,BAD_BILLBOARD,491,434,112,78
7,ffec05b841277940e40de657722e6892.jpg,BAD_BILLBOARD,456,415,111,81
2,b74d5123a0ef9033166aef53eabce082.jpg,POTHOLES,161,104,289,165
9,d0f09e17091bec1e6e7fce12307c7ac1.jpg,CLUTTER_SIDEWALK,35,-11,145,102
9,d0f09e17091bec1e6e7fce12307c7ac1.jpg,CLUTTER_SIDEWALK,256,-2,143,102
9,d0f09e17091bec1e6e7fce12307c7ac1.jpg,CLUTTER_SIDEWALK,508,390,139,92
4,a5745fa85aecf8c0e168a920c68fd1ad.jpg,CONSTRUCTION_ROAD,281,213,118,90
4,a5745fa85aecf8c0e168a920c68fd1ad.jpg,CONSTRUCTION_ROAD,168,7,162,88
7,14991532c3449dd26a269719df42e13b.jpg,BAD_BILLBOARD,122,50,109,64
7,14991532c3449dd26a269719df42e13b.jpg,BAD_BILLBOARD,194,92,114,62
4,c59e81a5924d1bd3e00334700ec81bb5.jpg,CONSTRUCTION_ROAD,395,217,139,75
4,c59e81a5924d1bd3e00334700ec81bb5.jpg,CONSTRUCTION_ROAD,323,126,140,76
4,c59e81a5924d1bd3e00334700ec81bb5.jpg,CONSTRUCTION_ROAD,178,-53,149,74
4,c59e81a5924d1bd3e00334700ec81bb5.jpg,CONSTRUCTION_ROAD,519,336,138,75
3,e0dc8bedc99ae728628eb20d10dfc7a9.jpg,GARBAGE,147,112,225,202
0,e0dc8bedc99ae728628eb20d10dfc7a9.jpg,GRAFFITI,424,390,137,112
3,e0dc8bedc99ae728628eb20d10dfc7a9.jpg,GARBAGE,36,-4,224,197
3,1d80f65d82f5cb114b3f7f53865f0290.jpg,GARBAGE,450,401,159,134
3,1d80f65d82f5cb114b3f7f53865f0290.jpg,GARBAGE,303,260,159,135
3,87ca156667e1255ddc51858577f9fcde.jpg,GARBAGE,27,-8,217,168
0,87ca156667e1255ddc51858577f9fcde.jpg,GRAFFITI,391,34,217,47
3,928b7afb364d2060130d838b1a7be9b4.jpg,GARBAGE,362,321,156,128
3,928b7afb364d2060130d838b1a7be9b4.jpg,GARBAGE,321,253,158,130
7,58901f16e0f004e8c6d2f9f3d47f43c3.jpg,BAD_BILLBOARD,360,326,104,74
4,58901f16e0f004e8c6d2f9f3d47f43c3.jpg,CONSTRUCTION_ROAD,301,222,123,87
7,58901f16e0f004e8c6d2f9f3d47f43c3.jpg,BAD_BILLBOARD,197,144,94,65
7,58901f16e0f004e8c6d2f9f3d47f43c3.jpg,BAD_BILLBOARD,159,56,92,58
3,282126442dc34a84018af0ab797f22cd.jpg,GARBAGE,71,39,144,122
3,282126442dc34a84018af0ab797f22cd.jpg,GARBAGE,457,423,152,126
3,282126442dc34a84018af0ab797f22cd.jpg,GARBAGE,417,360,156,112
3,282126442dc34a84018af0ab797f22cd.jpg,GARBAGE,132,83,124,87
3,e518dc7c9be68df5f31d15de3054444f.jpg,GARBAGE,104,68,103,80
3,e518dc7c9be68df5f31d15de3054444f.jpg,GARBAGE,325,295,105,83
9,e518dc7c9be68df5f31d15de3054444f.jpg,CLUTTER_SIDEWALK,496,239,176,106
9,e518dc7c9be68df5f31d15de3054444f.jpg,CLUTTER_SIDEWALK,248,35,169,102
3,e518dc7c9be68df5f31d15de3054444f.jpg,GARBAGE,154,111,104,80
3,e518dc7c9be68df5f31d15de3054444f.jpg,GARBAGE,348,315,107,84
3,e518dc7c9be68df5f31d15de3054444f.jpg,GARBAGE,369,335,109,81
3,e518dc7c9be68df5f31d15de3054444f.jpg,GARBAGE,185,154,103,79
3,e518dc7c9be68df5f31d15de3054444f.jpg,GARBAGE,422,385,110,85
3,f30492c8c7d9b5d4d939e6035fa73170.jpg,GARBAGE,281,251,169,143
3,f30492c8c7d9b5d4d939e6035fa73170.jpg,GARBAGE,438,385,156,123
9,1697d2971efa752abd823083978cb3b1.jpg,CLUTTER_SIDEWALK,159,25,151,119
9,1697d2971efa752abd823083978cb3b1.jpg,CLUTTER_SIDEWALK,84,-25,151,118
9,1697d2971efa752abd823083978cb3b1.jpg,CLUTTER_SIDEWALK,329,207,153,119
4,e90f010b15482ee778a4069468482b9b.jpg,CONSTRUCTION_ROAD,224,169,112,82
4,e90f010b15482ee778a4069468482b9b.jpg,CONSTRUCTION_ROAD,216,144,118,79
4,e90f010b15482ee778a4069468482b9b.jpg,CONSTRUCTION_ROAD,490,348,159,79
4,e90f010b15482ee778a4069468482b9b.jpg,CONSTRUCTION_ROAD,300,246,115,89
4,e90f010b15482ee778a4069468482b9b.jpg,CONSTRUCTION_ROAD,54,-17,174,34
4,e90f010b15482ee778a4069468482b9b.jpg,CONSTRUCTION_ROAD,399,315,139,83
4,e90f010b15482ee778a4069468482b9b.jpg,CONSTRUCTION_ROAD,356,278,128,83
4,e90f010b15482ee778a4069468482b9b.jpg,CONSTRUCTION_ROAD,188,82,133,63
4,e90f010b15482ee778a4069468482b9b.jpg,CONSTRUCTION_ROAD,136,15,150,49
8,3c716c17670e7b99dd1e06dda813fb29.jpg,SAND_ON_ROAD,496,426,154,104
3,3c716c17670e7b99dd1e06dda813fb29.jpg,GARBAGE,123,57,197,156
8,06754267fe8148bc98a42e8ad52897b0.jpg,SAND_ON_ROAD,361,285,179,99
8,06754267fe8148bc98a42e8ad52897b0.jpg,SAND_ON_ROAD,352,184,231,163
8,06754267fe8148bc98a42e8ad52897b0.jpg,SAND_ON_ROAD,356,200,235,107
3,06754267fe8148bc98a42e8ad52897b0.jpg,GARBAGE,145,98,118,82
8,06754267fe8148bc98a42e8ad52897b0.jpg,SAND_ON_ROAD,316,191,243,90
3,06754267fe8148bc98a42e8ad52897b0.jpg,GARBAGE,176,119,123,86
3,06754267fe8148bc98a42e8ad52897b0.jpg,GARBAGE,177,87,188,131
8,06754267fe8148bc98a42e8ad52897b0.jpg,SAND_ON_ROAD,397,279,232,102
8,06754267fe8148bc98a42e8ad52897b0.jpg,SAND_ON_ROAD,271,151,138,49
3,06754267fe8148bc98a42e8ad52897b0.jpg,GARBAGE,56,-17,187,143
9,386fbef0ddd206c8e2955c16c9b36195.jpg,CLUTTER_SIDEWALK,94,-29,200,153
3,386fbef0ddd206c8e2955c16c9b36195.jpg,GARBAGE,342,276,197,159
2,90c55a058ac8e1153b6583f2dc041063.jpg,POTHOLES,236,198,144,116
3,90c55a058ac8e1153b6583f2dc041063.jpg,GARBAGE,63,0,141,104
3,f478d4cc365c95a2fd8ea80047170f15.jpg,GARBAGE,272,234,170,141
0,0bd97eb285fcedd86932513f674b162b.jpg,GRAFFITI,320,265,119,91
7,0bd97eb285fcedd86932513f674b162b.jpg,BAD_BILLBOARD,135,97,101,62
0,0bd97eb285fcedd86932513f674b162b.jpg,GRAFFITI,336,283,107,81
7,0bd97eb285fcedd86932513f674b162b.jpg,BAD_BILLBOARD,292,256,94,61
7,0bd97eb285fcedd86932513f674b162b.jpg,BAD_BILLBOARD,72,-22,91,53
0,0bd97eb285fcedd86932513f674b162b.jpg,GRAFFITI,437,359,108,78
7,0bd97eb285fcedd86932513f674b162b.jpg,BAD_BILLBOARD,306,270,90,58
3,e37986d157cce080e33ad52abcb96a23.jpg,GARBAGE,284,250,126,101
3,e37986d157cce080e33ad52abcb96a23.jpg,GARBAGE,173,134,137,99
3,e37986d157cce080e33ad52abcb96a23.jpg,GARBAGE,166,105,146,101
3,e37986d157cce080e33ad52abcb96a23.jpg,GARBAGE,136,60,150,99
3,8f3cb1be7a3bd3a8ed35e85fc64dbc23.jpg,GARBAGE,52,1,118,86
3,8f3cb1be7a3bd3a8ed35e85fc64dbc23.jpg,GARBAGE,50,-12,149,111
3,7d528fd428c09ce1c0bcff97a005ae00.jpg,GARBAGE,317,219,70,34
3,7d528fd428c09ce1c0bcff97a005ae00.jpg,GARBAGE,446,403,62,37
9,7d528fd428c09ce1c0bcff97a005ae00.jpg,CLUTTER_SIDEWALK,181,-53,138,88
8,dbfc319364fdc777df4e97e1a6e0d4a6.jpg,SAND_ON_ROAD,360,309,120,84
3,dbfc319364fdc777df4e97e1a6e0d4a6.jpg,GARBAGE,486,461,143,110
9,e6d2cbba99430190601ca0a4f40913c0.jpg,CLUTTER_SIDEWALK,132,-18,181,120
9,e6d2cbba99430190601ca0a4f40913c0.jpg,CLUTTER_SIDEWALK,182,85,150,103
1,e6d2cbba99430190601ca0a4f40913c0.jpg,FADED_SIGNAGE,182,147,103,71
3,e6d2cbba99430190601ca0a4f40913c0.jpg,GARBAGE,133,106,139,119
4,e6d2cbba99430190601ca0a4f40913c0.jpg,CONSTRUCTION_ROAD,193,148,123,89
7,e6d2cbba99430190601ca0a4f40913c0.jpg,BAD_BILLBOARD,364,293,89,50
8,3165e26fca422f0d17070e5d008c18c1.jpg,SAND_ON_ROAD,500,411,113,31
9,3165e26fca422f0d17070e5d008c18c1.jpg,CLUTTER_SIDEWALK,513,371,172,104
9,3165e26fca422f0d17070e5d008c18c1.jpg,CLUTTER_SIDEWALK,227,-58,183,103
9,3165e26fca422f0d17070e5d008c18c1.jpg,CLUTTER_SIDEWALK,387,129,178,102
3,0d01179e058c1f6706e04c7a2d90a7f8.jpg,GARBAGE,416,365,104,66
3,0d01179e058c1f6706e04c7a2d90a7f8.jpg,GARBAGE,245,175,104,67
3,0d01179e058c1f6706e04c7a2d90a7f8.jpg,GARBAGE,490,439,114,77
3,0d01179e058c1f6706e04c7a2d90a7f8.jpg,GARBAGE,33,-9,70,36
3,0d01179e058c1f6706e04c7a2d90a7f8.jpg,GARBAGE,163,112,62,28
3,0d01179e058c1f6706e04c7a2d90a7f8.jpg,GARBAGE,459,397,110,67
3,0d01179e058c1f6706e04c7a2d90a7f8.jpg,GARBAGE,374,305,125,84
3,0d01179e058c1f6706e04c7a2d90a7f8.jpg,GARBAGE,160,74,131,85
3,0d01179e058c1f6706e04c7a2d90a7f8.jpg,GARBAGE,323,260,90,52
3,357f4b728c01f7a467a4249e2354280b.jpg,GARBAGE,294,258,122,97
3,357f4b728c01f7a467a4249e2354280b.jpg,GARBAGE,132,92,133,104
0,357f4b728c01f7a467a4249e2354280b.jpg,GRAFFITI,176,117,108,74
0,357f4b728c01f7a467a4249e2354280b.jpg,GRAFFITI,203,152,107,73
3,157b2ffb5e86fd64686e3683c99262e9.jpg,GARBAGE,232,191,145,115
9,c51fb049d61a683d1f7b75bef23e323e.jpg,CLUTTER_SIDEWALK,333,169,94,57
9,c51fb049d61a683d1f7b75bef23e323e.jpg,CLUTTER_SIDEWALK,414,309,96,62
9,c51fb049d61a683d1f7b75bef23e323e.jpg,CLUTTER_SIDEWALK,506,394,97,65
3,b50d8d6bbc8b744ee8bb656976969659.jpg,GARBAGE,429,393,185,160
3,b50d8d6bbc8b744ee8bb656976969659.jpg,GARBAGE,124,94,185,161
3,b50d8d6bbc8b744ee8bb656976969659.jpg,GARBAGE,267,242,192,172
3,b50d8d6bbc8b744ee8bb656976969659.jpg,GARBAGE,245,211,189,163
9,3c8e64a0d5746ea6bb84116eccf3d79a.jpg,CLUTTER_SIDEWALK,228,173,125,99
9,3c8e64a0d5746ea6bb84116eccf3d79a.jpg,CLUTTER_SIDEWALK,201,121,136,105
3,3c8e64a0d5746ea6bb84116eccf3d79a.jpg,GARBAGE,450,380,147,114
3,3c8e64a0d5746ea6bb84116eccf3d79a.jpg,GARBAGE,474,431,144,116
7,ed8848c4ce41d9ba70d6d1ab364094ed.jpg,BAD_BILLBOARD,341,284,126,98
3,70bcc4ccb67aa4a30ec05958b8bd8ef1.jpg,GARBAGE,376,339,117,96
3,70bcc4ccb67aa4a30ec05958b8bd8ef1.jpg,GARBAGE,373,326,117,95
2,900c79f4fcf4c289ccf827712495435c.jpg,POTHOLES,361,230,233,161
9,900c79f4fcf4c289ccf827712495435c.jpg,CLUTTER_SIDEWALK,103,-32,163,96
3,900c79f4fcf4c289ccf827712495435c.jpg,GARBAGE,433,347,138,97
3,900c79f4fcf4c289ccf827712495435c.jpg,GARBAGE,369,303,132,100
3,521e7aec74d12a6f328bb8d42f59a3aa.jpg,GARBAGE,462,413,166,133
3,f87d5113a8b529e1b6b51a89290212aa.jpg,GARBAGE,210,180,153,127
9,d2bf2c6be9f824a62d7c28287c377d1d.jpg,CLUTTER_SIDEWALK,63,-20,151,108
3,9b8b6049ef7092fb83ae51963edd7c46.jpg,GARBAGE,446,395,169,137
3,76ae7d005988712e27d149c0dd162643.jpg,GARBAGE,178,142,132,107
3,76ae7d005988712e27d149c0dd162643.jpg,GARBAGE,298,270,134,112
3,76ae7d005988712e27d149c0dd162643.jpg,GARBAGE,269,235,134,110
3,76ae7d005988712e27d149c0dd162643.jpg,GARBAGE,48,11,130,102
3,cf5c051d95b629a2799e45749341c9df.jpg,GARBAGE,55,10,150,109
3,cf5c051d95b629a2799e45749341c9df.jpg,GARBAGE,102,67,152,124
3,2487e649d3499dbfc336e67d5008bc9c.jpg,GARBAGE,107,79,108,81
7,e0b8d3ca586891bd06d7336336827f63.jpg,BAD_BILLBOARD,473,355,78,15
3,636b1d29c9fde22df11c18527edebc8d.jpg,GARBAGE,214,161,156,123
